steps,calories_burned,sleep_hours,heart_rate_avg,cluster
4969,3209.56,10.1,163,0
2682,2957.62,8.1,108,1
17571,3911.39,1.0,121,3
10296,3584.59,5.7,140,3
1460,2731.73,10.8,104,1
29668,3703.39,7.5,70,2
21593,2809.16,1.4,89,2
23009,2277.21,0.4,63,2
27932,1689.7,5.8,141,2
26225,2532.03,11.4,100,2
18686,3209.11,4.4,122,3
14450,3310.75,9.8,120,0
5912,2614.83,7.9,97,1
4859,3748.36,4.1,125,1
18865,3162.84,3.2,86,2
26641,2702.37,2.7,118,2
11727,1808.89,11.8,81,1
27713,2656.97,2.5,142,3
8052,3218.37,1.0,89,1
26282,1631.81,6.6,161,0
23648,3041.24,1.8,120,3
27821,1746.86,2.9,167,3
9299,1878.76,8.7,74,1
27465,3250.0,1.9,82,2
14168,2614.62,0.1,138,3
23087,1726.43,5.6,112,2
23046,2278.87,7.5,173,0
8585,2712.82,1.0,158,3
3130,2631.1,11.4,157,0
28408,3126.78,2.4,92,2
1882,2347.64,11.2,74,1
993,2764.83,11.9,151,0
10834,2769.34,1.7,71,1
1654,2324.03,8.4,145,0
3797,1876.7,1.1,131,3
16413,2851.79,0.9,130,3
450,2752.33,0.7,168,3
9859,3614.61,8.5,126,0
21262,1945.4,8.6,77,2
1786,2621.42,9.6,168,0
26832,3129.53,0.7,120,3
17960,3195.42,2.4,170,3
8763,2836.57,11.3,111,0
29688,1915.58,10.2,135,2
22692,2576.49,9.6,124,0
22935,2088.04,1.1,78,2
16706,3786.91,8.2,90,2
15403,3515.88,8.9,109,0
25712,3048.26,4.1,111,2
20500,3936.43,2.2,154,3
13482,3033.37,1.1,137,3
7776,2789.69,7.6,69,1
12707,3217.71,8.1,81,1
28257,2719.2,7.2,165,0
13842,1964.6,8.0,107,1
23588,3648.98,0.4,105,3
7434,2790.97,1.9,83,1
23061,2337.62,7.7,151,0
7858,3359.3,10.8,108,0
5477,1885.86,0.4,174,3
22891,2781.82,11.2,167,0
3514,1859.71,1.1,86,1
25855,1613.59,7.8,129,2
23192,2446.49,8.4,81,2
15690,2889.33,10.6,123,0
29232,2508.79,8.3,119,2
17655,3336.96,10.7,162,0
29718,2103.21,11.6,175,0
12733,3943.18,2.3,112,3
10773,2014.08,3.2,61,1
26565,3356.23,7.2,79,2
769,2544.73,10.7,83,1
6704,1876.32,8.5,111,1
5079,2144.25,9.4,163,0
20122,3177.7,1.9,63,2
10561,2415.97,0.4,145,3
13501,2882.67,8.9,108,0
19964,3226.12,2.6,78,2
17136,3620.83,4.8,151,3
21377,2854.96,5.7,150,3
5118,1604.69,5.0,91,1
26186,2890.84,2.2,113,2
5775,2680.59,5.7,139,1
26835,1518.65,1.3,141,3
18498,3610.73,9.1,159,0
20025,3501.44,11.1,69,2
2122,3401.37,12.0,179,0
21695,3945.69,8.9,70,2
2036,2920.49,8.7,108,1
24709,2797.45,10.4,76,2
3750,2153.51,0.3,107,1
22350,3418.52,6.9,119,2
427,1724.47,0.1,136,3
29974,1944.26,3.2,169,3
8162,2275.63,4.9,114,1
24029,3935.7,7.8,147,0
10345,1869.02,3.1,166,3
29346,1935.18,6.4,79,2
26071,2201.03,8.6,105,2
20126,3972.99,4.3,121,3
1725,3572.3,8.2,176,0
3858,2360.93,9.9,133,0
19075,2897.42,2.0,88,2
29843,3840.84,5.8,91,2
23839,1514.75,8.0,144,0
24734,2287.25,9.8,128,0
2243,2436.01,10.2,122,0
20857,1746.87,2.0,136,3
21664,1776.96,0.9,149,3
28528,3954.24,2.4,72,2
23820,3132.25,11.7,130,0
28306,2459.41,4.1,88,2
12282,3099.97,7.2,115,1
29257,2698.35,0.1,101,2
8937,1681.07,9.2,112,0
8543,2557.87,3.0,157,3
21715,3875.59,11.7,81,2
2898,2248.88,2.9,154,3
10084,2879.29,7.3,132,0
22825,1971.31,3.6,159,3
5268,2767.43,8.9,126,0
11269,2571.42,7.2,163,0
10525,3469.93,0.8,111,3
1117,2563.52,8.9,77,1
5611,2310.93,3.3,91,1
4546,2605.5,6.2,103,1
18699,3339.07,10.2,79,2
20668,3705.7,0.7,69,2
8576,2717.58,9.7,144,0
6824,3334.94,6.6,111,1
20774,3748.94,7.5,145,0
19507,2157.67,6.6,134,0
9765,2166.55,4.8,123,1
21545,2745.79,8.3,84,2
29173,3464.02,6.0,70,2
26664,3697.18,0.4,88,2
26199,3066.48,2.8,139,3
15274,3818.56,1.1,61,1
10054,1789.48,10.6,91,1
10680,2313.97,3.7,157,3
24327,3273.49,3.0,74,2
2484,3665.81,5.4,111,1
24105,2719.14,1.9,175,3
22345,3725.92,4.2,162,3
15434,3243.11,2.3,171,3
3367,2906.47,10.0,175,0
22242,3184.16,2.4,168,3
10371,3443.21,8.6,163,0
22927,3159.18,10.4,74,2
26896,2161.3,0.5,144,3
23904,1786.38,3.6,142,3
17802,3288.14,3.4,128,3
16404,1863.63,6.8,151,0
17209,3406.09,9.9,167,0
24882,3744.39,11.4,139,0
333,2095.49,8.8,79,1
8518,3253.68,0.9,91,1
2647,1576.67,3.0,131,1
14773,1670.69,4.1,143,3
17831,3409.7,1.5,136,3
10817,3601.94,9.6,116,0
4826,2779.8,7.5,118,1
988,2461.7,11.5,100,1
9517,3358.64,1.3,143,3
4062,2999.39,10.0,138,0
28454,3436.72,10.2,86,2
2541,1637.2,9.3,101,1
287,1681.64,8.8,84,1
11942,2473.82,7.0,94,1
6287,2941.17,6.7,60,1
26404,2486.44,10.8,146,0
15136,3734.35,4.2,78,1
25848,2346.0,3.6,113,2
14498,3456.75,7.4,165,0
14680,2584.21,4.6,100,1
28973,3741.17,10.1,141,0
15583,1533.74,5.3,100,2
26111,3217.05,0.2,125,3
29387,2383.47,2.8,147,3
6382,2551.75,9.9,96,1
21716,2946.89,5.3,109,2
21377,3720.99,8.4,143,0
17802,2803.9,3.6,167,3
20039,3920.28,6.5,170,0
17760,3408.91,7.3,77,2
15627,2374.42,8.2,86,2
26281,3164.97,5.8,109,2
4061,2862.13,8.5,167,0
9141,1950.32,7.5,113,1
3934,2004.16,1.5,134,3
19347,2401.2,9.5,93,2
22349,2974.99,2.7,152,3
5804,1573.97,4.3,171,3
7575,3446.05,2.5,63,1
11141,3200.94,10.4,66,1
20502,1975.42,1.5,155,3
1443,2962.1,7.9,160,0
24916,1856.36,6.9,79,2
4842,1816.91,7.4,80,1
8709,3650.39,4.6,136,3
3498,3722.65,3.8,89,1
5231,2716.56,8.0,71,1
1046,3390.9,2.8,141,3
29272,1557.31,3.4,113,2
24050,2422.98,12.0,166,0
28491,2647.33,4.3,123,2
5308,2144.28,8.0,163,0
7553,2530.26,11.1,82,1
28681,3046.29,3.1,92,2
16835,1509.28,3.2,90,2
15878,2453.96,11.1,154,0
9263,2779.83,7.7,72,1
26063,2184.17,10.2,98,2
5824,3195.29,4.7,163,3
5338,2508.9,3.0,71,1
16030,3813.19,4.8,118,3
9367,2771.17,1.0,70,1
24855,2050.12,4.7,145,3
29559,2299.32,10.8,155,0
2165,3128.05,8.7,173,0
2905,2958.51,10.6,109,1
10580,2340.7,0.3,117,3
27229,1675.28,0.7,67,2
6414,3391.87,1.5,71,1
25053,2233.09,6.0,112,2
25297,1623.39,3.2,116,2
17137,3885.59,1.5,106,3
16656,2780.35,0.7,84,2
18986,2249.06,10.3,115,0
14487,1708.33,7.4,111,1
8935,3738.4,6.1,69,1
13355,2159.58,8.2,87,1
12743,2684.78,1.5,150,3
17122,2050.45,1.8,175,3
23125,2505.59,1.1,80,2
14110,2088.47,5.5,165,3
596,1679.8,5.2,174,3
4702,1628.55,3.2,103,1
12303,2480.65,11.6,71,1
13158,2263.79,3.3,83,1
27533,2609.51,10.7,91,2
22334,3625.97,0.4,75,2
29747,3799.67,0.3,116,3
13867,1992.16,11.6,137,0
10721,2853.68,0.8,84,1
21592,3386.23,8.0,103,2
15681,1819.84,4.1,138,3
11237,3975.54,10.4,130,0
7180,2738.49,11.8,105,0
28499,2199.45,7.1,82,2
787,1881.33,9.2,128,0
13768,3183.81,10.8,79,2
11618,3367.01,10.5,66,1
21730,3501.29,8.7,137,0
5329,3817.81,9.9,102,1
3838,3414.98,10.3,101,1
13883,2027.08,11.0,97,0
2178,2275.32,11.0,172,0
5906,2836.93,3.2,90,1
22678,3122.82,9.3,117,2
19319,3004.92,9.9,86,2
27532,3556.43,2.9,96,2
24053,2702.36,0.4,124,3
2671,1975.1,4.3,98,1
25503,3186.16,3.9,156,3
16228,2128.0,4.9,138,3
19804,2868.03,11.1,103,2
11184,2205.9,9.6,142,0
24378,3246.18,4.0,169,3
13048,3903.92,0.2,167,3
21155,2170.68,9.9,76,2
17457,3369.62,6.9,100,2
11980,3445.43,7.3,167,0
26832,3165.93,3.6,173,3
26893,2645.65,1.9,89,2
12544,3233.25,2.1,170,3
18187,2080.94,1.3,95,2
13675,3521.98,9.2,119,0
13384,2679.75,5.8,154,3
9880,2488.68,10.1,114,0
15513,3093.71,0.9,107,3
10590,3238.95,7.5,68,1
526,2545.21,7.6,169,0
12418,3639.1,2.8,104,1
8126,1785.98,1.0,63,1
26228,2104.56,2.9,124,3
18040,1504.64,5.7,154,3
7101,2668.39,6.1,143,0
24548,3343.25,5.9,164,3
2482,3089.55,1.9,77,1
16523,3052.61,3.4,164,3
6647,2984.9,10.5,136,0
8615,3178.12,8.9,161,0
24708,2273.59,8.8,71,2
1382,2689.24,4.8,144,1
22260,3609.65,6.4,81,2
15211,3356.18,11.0,117,0
14973,2778.77,0.6,137,3
13325,1912.91,5.7,78,1
1339,2585.35,5.8,67,1
17673,2319.52,9.0,73,2
27729,2024.35,10.8,69,2
7194,3394.89,8.7,72,1
17893,1821.91,0.8,162,3
3714,2530.83,1.3,62,1
22153,3357.23,9.6,104,2
12843,1618.96,10.1,93,1
24561,3083.99,7.8,152,0
21883,1985.32,4.0,101,2
8065,3485.92,4.7,135,3
2415,2996.78,8.9,173,0
5372,1761.11,6.3,140,0
14732,1843.49,11.5,137,0
6741,3804.76,7.5,64,1
23676,3788.46,6.6,74,2
2332,1632.43,11.2,113,0
25732,1653.96,0.8,112,3
6495,2145.36,7.6,133,0
5642,3930.49,5.1,85,1
26481,3186.37,11.5,64,2
19614,1785.61,2.8,131,3
29689,3364.08,2.3,83,2
16522,3786.57,1.3,133,3
5138,2434.68,11.5,61,1
16961,3510.84,4.9,170,3
17643,3860.15,0.4,162,3
24507,1695.3,4.8,96,2
23855,1635.57,4.1,83,2
23571,2384.97,2.1,86,2
2226,3219.26,11.3,89,1
14858,3454.77,4.1,74,1
28685,1641.99,9.6,83,2
18162,2291.52,0.3,64,2
1155,3363.93,6.9,99,1
19015,3703.45,0.3,93,3
2215,1932.48,5.3,151,3
19255,3048.87,10.6,80,2
26252,3674.95,11.3,102,2
7993,3841.14,10.2,117,0
13880,2829.41,7.5,148,0
26903,2146.42,1.9,139,3
16099,2995.12,1.5,66,1
23215,3749.83,9.9,116,2
17316,2330.85,6.9,137,0
14440,2830.97,10.3,138,0
29055,3694.23,8.7,138,2
18295,2136.3,4.1,132,3
1958,3284.5,10.7,158,0
12183,1758.89,7.6,147,0
25389,2666.92,7.7,91,2
17803,3324.5,10.3,90,2
8305,2356.38,7.0,116,1
29908,3664.72,3.1,165,3
9946,2399.35,8.7,119,0
14720,3509.79,12.0,75,2
1348,1932.45,11.2,168,0
27964,3093.57,7.1,139,2
2764,1537.02,11.5,160,0
3697,3674.45,7.7,82,1
19045,2650.65,2.6,124,3
1551,3740.8,4.5,83,1
1484,3869.78,0.5,152,3
6466,3743.59,7.6,169,0
4817,2392.76,11.7,98,1
18409,1870.1,2.2,108,3
13688,2319.19,2.6,164,3
10756,2932.51,11.9,79,1
13881,3059.33,10.4,136,0
10359,3917.05,8.5,165,0
20126,2590.78,4.6,126,3
4265,1567.65,11.4,160,0
7997,3996.91,3.3,156,3
16052,3658.25,11.7,147,0
225,2488.41,5.4,104,1
13543,2050.12,10.1,130,0
26147,2265.94,1.1,133,3
25170,2918.97,9.5,151,0
27660,2251.97,6.5,139,2
9976,2126.09,3.5,146,3
21414,3663.49,1.2,173,3
9706,3455.13,8.3,146,0
7931,1872.16,8.1,158,0
20862,2189.83,3.3,107,2
24006,3032.13,1.8,133,3
13013,2967.63,6.4,100,1
19180,2329.83,1.4,110,3
1999,2909.09,8.6,162,0
2209,2337.38,1.2,147,3
19405,3841.53,11.3,77,2
28617,2511.24,0.8,66,2
1774,2989.36,5.8,81,1
17231,3859.22,11.2,141,0
19351,2698.9,8.8,80,2
16635,2939.8,6.6,162,0
198,1885.37,10.5,177,0
13899,3307.02,8.0,102,1
22209,2411.63,7.6,115,2
14392,2568.6,8.7,137,0
3970,2421.72,10.5,155,0
24909,3835.78,4.2,155,3
7822,3037.65,0.8,116,3
6726,2604.75,4.4,130,1
21888,3975.89,5.7,173,3
26270,2302.94,6.4,105,2
25429,1559.54,2.1,141,3
2140,3107.78,9.7,102,1
23354,2786.44,7.2,137,0
26896,3842.59,7.4,162,0
1569,3309.68,4.2,77,1
8120,3774.08,4.8,69,1
3889,2559.21,10.6,109,1
3074,3126.18,8.8,92,1
5166,3708.91,6.4,124,1
166,1546.69,6.4,90,1
26812,2962.1,1.7,70,2
13911,2092.5,6.5,89,1
14962,1679.05,1.9,132,3
3877,2573.34,10.0,174,0
20528,1835.4,5.2,117,2
6036,3437.19,9.3,80,1
1392,3232.35,0.7,128,3
329,3418.29,2.3,159,3
10410,3452.99,5.2,129,3
23845,1614.7,4.6,67,2
10946,3635.24,7.3,68,1
26283,3709.81,0.8,129,3
26207,1760.49,10.2,94,2
19282,1540.9,1.3,131,3
23181,1991.66,1.4,73,2
19583,1949.36,4.2,88,2
26346,2974.4,4.2,95,2
26753,2281.3,11.8,117,2
4236,2133.69,8.2,135,0
18543,3952.46,11.9,160,0
14177,1652.95,4.7,141,3
1183,2880.78,7.0,154,0
26811,1861.62,3.2,102,2
3344,2273.24,2.3,110,1
9147,3117.51,2.1,115,3
26701,2336.44,7.4,113,2
12019,3273.0,3.3,131,3
27992,1587.96,1.2,126,3
25803,2671.94,3.5,179,3
6832,2107.63,1.1,108,1
10272,3358.8,11.3,122,0
27001,2493.81,8.8,70,2
6033,3919.23,3.8,148,3
23046,3118.22,7.3,147,0
3609,2047.83,2.9,159,3
12206,2339.3,8.2,169,0
7089,2776.22,9.3,64,1
22459,1694.38,0.3,133,3
7805,2148.95,10.9,87,1
20156,3372.88,5.3,149,3
6319,1591.31,3.2,177,3
11549,2575.26,3.0,87,1
3440,2555.5,9.9,137,0
16486,3627.62,2.6,170,3
20311,3108.44,10.8,124,0
29706,2350.09,8.5,155,0
12989,1704.52,11.0,164,0
4714,3164.37,5.8,84,1
18839,3221.42,2.6,113,3
1409,3406.61,8.1,164,0
27005,3028.05,0.6,178,3
28212,3718.02,10.4,107,2
22628,3906.23,1.9,86,2
9210,2047.36,4.3,141,3
15564,3301.77,11.9,74,2
21591,2548.11,2.1,148,3
22600,3935.56,4.2,174,3
8695,3791.76,1.9,114,1
10538,1550.69,10.8,71,1
11559,2699.33,7.3,105,1
4944,2622.94,0.0,172,3
27136,3543.83,3.4,153,3
2779,1839.38,9.5,67,1
22723,3535.25,7.5,134,0
27309,3276.67,8.2,168,0
18613,2375.91,8.2,130,0
23813,3599.71,8.3,149,0
28464,3092.93,11.5,112,2
10206,1781.87,8.7,89,1
19198,2273.81,10.4,129,0
4208,3652.22,8.1,169,0
8882,2353.22,6.7,127,1
28679,3910.94,10.0,116,2
15480,3693.81,10.6,173,0
11678,3780.82,5.8,133,3
25521,3964.72,2.5,132,3
29685,2355.33,9.5,102,2
28241,3253.1,7.3,171,0
3680,2094.5,2.5,163,3
12291,3227.06,7.9,116,0
16480,2428.7,4.1,113,3
16174,2824.14,11.9,98,0
28371,2004.77,8.8,150,0
14750,2718.71,10.7,149,0
14417,2402.36,4.0,99,1
28100,3136.93,7.9,170,0
16142,3576.84,10.6,85,2
12866,3324.18,5.3,151,3
572,3302.65,7.6,90,1
5392,1958.09,2.6,83,1
20024,2976.21,7.9,122,2
7037,3567.54,0.7,166,3
17245,3510.17,7.8,120,0
8544,1981.72,10.1,130,0
2315,3694.37,3.9,171,3
29763,3828.74,3.3,139,3
12650,3139.53,3.6,68,1
19711,3283.78,2.7,156,3
5423,2940.75,0.9,124,3
3053,3942.73,3.2,120,1
20286,2081.26,9.5,135,0
13906,3724.52,2.9,174,3
17710,2218.01,1.9,82,2
19024,2658.18,3.4,123,3
21547,2003.08,6.3,79,2
8927,2118.03,1.9,70,1
11165,3571.4,4.8,135,3
18961,3526.01,2.9,128,3
421,3141.89,3.1,88,1
2714,3121.68,9.7,93,1
18187,2354.27,11.6,115,0
14956,3599.35,10.0,115,0
29066,2065.94,5.0,152,3
14747,2776.47,7.6,73,2
23699,1608.51,2.3,115,3
3709,3393.73,4.6,102,1
14384,3491.58,7.1,109,1
25738,3917.57,8.4,102,2
19153,3134.46,3.4,102,2
27441,1749.98,0.6,121,3
5630,3219.93,6.7,107,1
17466,3678.22,2.5,61,2
14800,3066.14,7.8,81,2
21670,3101.09,8.9,141,0
3956,2136.85,0.2,158,3
18645,3204.67,4.7,129,3
13988,3305.6,3.5,162,3
17011,2987.04,9.2,149,0
8634,2602.76,10.1,122,0
17052,3563.79,1.4,122,3
11316,2666.07,7.9,121,0
26870,1748.75,2.9,129,3
18538,2037.01,10.6,98,2
21032,3746.7,9.6,87,2
9301,1790.45,8.3,160,0
692,2420.45,0.3,132,3
3101,1765.88,11.5,92,1
24752,2234.12,2.6,173,3
27468,1848.98,7.4,176,0
25456,2563.23,10.0,91,2
834,2627.93,0.3,151,3
28505,2929.06,9.4,67,2
3906,2318.48,8.6,158,0
6440,2843.07,10.9,134,0
10693,3036.73,6.5,138,0
2377,3004.1,1.1,179,3
13522,3161.6,9.6,145,0
26726,2647.49,0.7,167,3
13178,1772.85,2.1,98,1
23666,3149.12,2.2,140,3
18607,3501.63,0.2,176,3
274,2090.05,0.0,88,1
4354,2675.24,9.0,71,1
27727,2462.62,5.3,108,2
18867,3120.79,10.4,170,0
26403,1892.82,2.3,124,3
5003,1903.55,5.2,105,1
24911,1845.64,10.9,65,2
7744,1651.87,9.4,152,0
3756,1997.03,0.8,161,3
9923,3898.92,6.0,171,0
25642,3860.86,0.1,101,2
1600,3128.19,7.0,160,0
18975,1929.32,6.4,135,0
10202,2733.17,9.6,176,0
13563,1525.5,5.2,90,1
21039,2462.96,8.2,137,0
25614,2512.78,7.2,160,0
5311,1574.56,3.4,148,3
2795,3556.52,3.8,105,1
28708,2311.58,4.9,70,2
5567,1710.99,3.7,107,1
17103,1798.92,7.8,176,0
18697,1721.87,9.2,171,0
22945,2500.67,9.3,161,0
18134,1961.51,1.8,135,3
17178,1736.15,7.9,98,2
11241,1713.34,10.2,88,1
21585,3626.64,11.1,119,0
16792,1812.61,6.0,144,3
28619,2056.99,5.0,131,2
9252,2269.3,2.6,147,3
7854,1976.01,4.2,80,1
8517,2453.68,1.5,170,3
23426,3830.61,2.8,129,3
12142,3017.36,9.1,144,0
6324,3912.89,8.8,119,1
7686,2003.56,3.2,151,3
2338,3673.03,9.7,158,0
16662,3636.1,7.6,63,2
2528,3808.29,4.2,125,1
23649,3480.65,2.1,75,2
24110,2983.2,0.9,111,3
6146,2003.15,1.3,174,3
17456,2122.84,9.1,106,2
6655,3511.84,1.2,106,1
7734,2232.79,3.3,105,1
21019,3123.59,4.8,129,3
13988,2580.19,6.4,155,0
7411,1935.98,9.5,135,0
1351,3609.86,3.2,84,1
23318,1754.36,4.1,121,2
16722,3090.27,2.1,177,3
13332,2545.05,9.0,104,0
29018,2153.02,8.4,68,2
29024,2296.85,8.2,77,2
27317,2171.02,3.7,71,2
21474,2165.06,1.2,92,2
29619,3183.03,1.5,132,3
16957,1921.31,9.2,156,0
1308,2032.02,11.8,159,0
12710,3349.44,9.5,161,0
18902,2646.41,0.7,74,2
2211,2554.28,4.2,153,3
18721,2143.69,1.4,94,2
29827,3910.53,10.8,178,0
22333,3267.0,10.7,120,0
20381,2580.12,4.6,112,2
15589,2165.7,8.4,177,0
11942,2066.06,9.4,138,0
2383,2609.96,6.8,93,1
21398,2525.3,9.5,101,2
8294,1757.45,2.7,154,3
6858,2699.14,7.9,136,0
2625,3608.32,11.6,132,0
23888,2041.67,4.5,77,2
8491,2987.77,3.4,150,3
16539,1818.49,5.3,60,2
22952,1644.1,3.6,156,3
4577,2913.04,9.9,111,1
7962,2645.8,5.6,156,3
26709,3016.46,1.6,74,2
19386,1977.0,3.5,74,2
21230,2323.31,7.1,120,2
26868,3730.94,10.1,122,2
2412,1745.08,1.6,149,3
12276,1614.69,10.7,157,0
372,3463.44,11.6,120,0
10177,2629.57,9.3,119,0
27378,1965.2,9.4,167,0
1214,2335.53,11.2,134,0
28399,2919.82,0.3,167,3
11124,2188.61,1.4,123,3
9556,2940.48,2.5,159,3
6185,2322.13,10.8,112,0
25545,2631.29,9.1,147,0
23429,2619.48,6.7,110,2
9019,3019.53,5.5,65,1
27699,3796.64,7.5,143,2
17987,3194.13,10.0,114,0
481,2308.23,4.0,165,3
13269,3636.21,4.8,166,3
24850,3537.72,0.6,134,3
52,2280.45,5.5,133,1
772,1624.58,10.9,109,1
17039,3516.84,8.6,92,2
1103,3522.18,3.6,125,1
19955,3781.92,5.3,120,2
14228,3463.27,6.9,130,0
6453,2680.38,10.4,123,0
22314,1734.62,1.8,139,3
18805,3410.62,3.0,150,3
2762,2618.21,10.3,96,1
7888,2419.32,9.1,74,1
20761,3383.23,0.9,110,3
23172,1859.29,9.2,170,0
14863,1891.25,10.1,72,2
6901,2888.33,4.1,171,3
18958,3060.32,4.7,81,2
21273,3670.82,2.1,119,3
24684,2490.58,2.4,70,2
29457,2907.3,10.4,147,0
24083,2354.79,11.0,123,0
12619,3343.12,11.1,78,1
20224,2493.99,5.0,130,3
629,3540.27,8.0,71,1
17819,3452.47,9.6,65,2
3154,3771.33,9.8,63,1
22579,2790.7,5.2,123,2
3903,3849.7,4.6,98,1
678,2130.16,1.5,178,3
20205,1514.45,10.8,164,0
17700,2685.24,11.8,166,0
12572,1764.0,8.5,161,0
7580,3502.26,1.6,164,3
2493,3004.99,11.7,117,0
16720,1847.2,0.5,154,3
11444,2444.91,10.2,177,0
22491,1655.18,8.9,132,0
19951,3811.49,8.7,162,0
17326,2354.54,4.1,136,3
15196,2892.04,1.2,67,1
23224,2207.92,0.3,175,3
20093,2809.18,1.0,151,3
16857,1729.98,7.5,105,2
25327,3024.65,1.1,84,2
8743,3373.69,11.9,137,0
28955,3883.65,2.9,169,3
26544,2236.58,10.0,179,0
17636,1987.05,2.9,67,2
3649,2544.34,1.6,128,3
22209,3501.63,4.6,62,2
26177,2755.28,0.4,152,3
2638,3808.82,11.4,115,0
12762,2696.2,1.6,120,3
7348,2621.74,5.3,119,1
8916,3556.54,6.0,114,1
437,3769.44,2.4,161,3
8598,3565.62,4.8,177,3
13596,1649.72,1.8,123,3
18271,3908.03,4.2,167,3
19957,2348.49,10.7,97,2
4336,3580.41,8.8,128,0
52,2099.67,5.3,151,1
15232,3438.5,10.9,167,0
5763,2293.57,11.8,73,1
21389,2087.01,4.5,110,2
29731,2374.71,1.6,161,3
29397,2168.69,7.8,98,2
16262,2460.01,10.1,140,0
4433,3108.71,4.8,132,1
15509,2420.39,8.1,171,0
27283,3395.44,5.6,164,3
20321,3435.54,8.8,93,2
11796,3597.07,7.1,100,1
6116,3072.6,3.8,103,1
25884,2479.44,6.4,128,2
28267,3897.58,9.5,99,2
7201,1809.43,9.3,115,0
6850,3189.48,9.8,169,0
26431,1950.84,9.4,110,2
20127,3171.42,1.0,62,2
8072,2888.97,5.8,151,0
14849,2739.09,2.7,143,3
4055,2184.74,4.7,61,1
13047,3756.08,5.5,152,3
1292,2275.71,8.0,104,1
6479,2102.07,10.9,86,1
25999,1953.04,2.4,68,2
5239,2157.96,1.1,166,3
12259,1612.24,6.7,147,0
7342,2098.66,4.9,94,1
4558,3482.45,7.4,109,1
10458,1963.49,8.4,76,1
17171,2099.94,7.9,63,2
14423,2114.59,10.7,155,0
29423,3267.54,8.1,167,0
29830,2429.85,7.8,66,2
10659,1861.45,5.4,114,1
733,2014.69,8.2,127,1
6369,1646.79,8.9,77,1
2480,3745.54,4.4,89,1
23454,2677.37,10.8,177,0
5278,1890.94,9.5,162,0
23948,2875.06,3.1,173,3
16211,3928.88,3.2,162,3
9711,1612.55,6.2,156,0
18048,2163.58,3.1,90,2
3055,3636.87,3.1,138,3
4906,3795.48,1.3,160,3
23690,3633.6,5.4,144,3
25320,3665.35,11.7,150,0
20452,2598.51,2.8,71,2
7247,3934.55,11.5,123,0
29145,2401.13,2.1,79,2
23037,2849.62,3.1,158,3
21433,3172.19,10.4,133,0
1613,2951.2,11.4,78,1
17672,3603.18,10.2,68,2
3383,3448.36,8.6,121,1
15317,3469.54,9.0,76,2
20351,1795.36,3.2,125,3
3968,3577.13,5.4,104,1
332,1662.99,7.9,80,1
16615,3040.55,7.7,144,0
17685,3283.61,9.2,144,0
6532,3405.45,6.3,145,0
27300,2499.63,7.7,146,0
28458,1861.91,0.4,166,3
23984,3145.29,3.4,135,3
28178,2250.87,0.3,109,2
25905,3288.12,4.1,147,3
18733,3337.86,7.2,179,0
7568,2160.33,10.8,145,0
2442,3262.66,8.0,149,0
1647,2992.41,0.9,115,1
12653,2066.23,9.5,107,0
12632,3716.3,2.7,115,3
29460,2813.83,2.0,105,2
16035,3465.55,3.4,178,3
6912,1552.51,7.2,86,1
11284,1848.95,2.5,137,3
5227,2625.41,5.1,163,3
736,2866.81,8.7,164,0
11210,3813.38,8.6,145,0
4848,3996.1,11.4,116,0
5948,2112.3,5.7,124,1
8633,2275.87,7.0,114,1
16320,3408.2,1.9,63,2
17675,2433.53,2.7,71,2
21746,2765.59,11.2,102,2
2037,3865.54,4.3,128,1
3850,1935.19,1.3,62,1
16994,3179.33,8.5,69,2
7072,2968.39,0.6,163,3
1599,2584.42,6.8,92,1
20286,1976.58,2.3,176,3
2726,3689.17,6.2,89,1
20657,2661.14,4.6,91,2
14521,2431.21,4.7,101,1
8299,1671.02,0.7,179,3
13612,3341.24,4.7,97,1
12808,3312.53,1.5,92,1
28899,1966.89,9.3,61,2
15368,3880.49,0.3,82,1
25274,2332.9,6.0,139,2
16165,3028.32,6.3,137,0
5995,2795.44,5.8,85,1
4287,1944.97,10.2,149,0
22919,3276.06,11.6,163,0
664,3740.71,10.0,133,0
27798,2781.01,10.9,153,0
6694,1678.07,11.3,131,0
13952,2279.73,3.2,80,1
13260,1873.3,4.6,77,1
11953,3777.24,11.9,67,1
11420,3906.69,7.1,141,0
622,1529.99,11.6,69,1
7603,2438.85,3.2,161,3
28025,3337.96,6.0,136,2
20462,1664.67,7.9,110,2
11237,3020.58,2.7,178,3
2437,1996.92,6.0,154,0
13087,1879.96,2.2,88,1
17387,2186.3,6.9,129,0
14608,3085.48,2.6,175,3
17317,3640.11,2.8,161,3
22805,2867.45,2.6,167,3
27455,2354.45,7.1,162,0
870,2293.0,7.0,177,0
16651,2542.02,2.4,71,2
1544,2957.89,1.1,92,1
7029,1709.95,11.6,174,0
11645,3198.38,10.0,165,0
2941,3433.24,6.2,111,1
9716,3906.16,1.6,67,1
21830,3387.45,9.4,114,2
1326,2768.73,1.3,152,3
1866,2992.72,3.9,149,3
27927,2945.81,10.1,124,2
18592,3633.14,3.6,160,3
1195,3294.29,1.0,113,1
21140,2549.72,2.6,164,3
3019,3905.02,7.8,101,1
19782,1858.13,2.0,65,2
14841,2018.5,3.8,122,3
29241,3131.83,6.2,178,3
2109,2209.35,1.5,128,1
25418,2968.65,4.0,106,2
28364,2815.34,0.4,138,3
15899,1577.13,2.9,82,1
